id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
179,4,2,21,64,100,2015/7/20 18:34,1,1950,1,1,1,3,,4,-2,20000,1,,134,0,1,0,0,0,0,0,0,0,,168,120,3,3,3,1,1,1,1,1,5,1,1,1,5,3,5,5,4,4,5,5,5,5,5,4,3,1,2,5,3,4,5,3,-8,2,3,,,,,1,1,2,2,20000,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,2,0,4,1975,1962,1981,3,1,1,0,4,,,-2,1,1,2,-2,1,1,2,2,2,4,2,40000,5,5,5,5,5,-8,4,-8,5,-8,-8,-8,4,5,90,90,90,90,-2,90,90,-2,-2
180,5,1,30,85,128,2015/10/18 11:50,1,1991,1,1,2,12,,4,2015,800,2,,115,0,0,0,0,1,0,0,0,0,,180,145,4,3,4,2,1,3,3,2,3,4,3,4,4,4,3,4,3,2,2,1,4,5,2,3,3,3,5,2,3,4,-8,-8,-8,-8,1,9,-1,1,2,1,2,2,2,60000,4,3,2,1,1,0,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1964,4,1,6,1968,6,2,10,3,2,4,3,40000,4,4,5,5,5,4,3,4,4,4,-8,4,3,3,60,70,70,80,70,80,85,85,85
181,2,2,19,57,92,2015/7/19 14:01,1,1975,1,1,1,3,,4,1989,12500,1,,600,0,1,0,0,0,0,0,0,0,,170,130,4,3,3,2,2,1,1,2,4,1,1,1,5,2,5,5,4,4,5,3,5,5,5,4,2,1,2,4,1,2,1,1,2,1,1,3,25,1,3,1,2,2,2,30000,4,1,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,1995,1974,1995,3,1,2,10000,1,4,2,1945,1,1,2,1971,1,1,2,3,3,4,2,80000,5,4,3,3,5,4,3,-8,-8,-8,-8,-8,3,5,40,50,40,50,50,50,40,50,40
182,4,2,2,2,9,2015/7/23 14:21,2,1993,8,1,1,4,,4,-1,0,1,,200,0,0,0,0,0,1,0,0,0,,158,100,3,4,4,1,1,1,1,1,4,5,3,1,5,2,5,5,5,5,2,5,5,3,1,2,4,1,5,5,1,3,6,2,8,9,4,,,,,1,2,2,2,-2,7,4,1,2,0,1,0,0,0,0,0,0,0,,0,2,2,3,2011,1985,2011,4,1,1,35000,2,,,1952,3,1,2,1955,1,1,2,2,1,3,-8,100000,4,4,4,4,4,4,2,4,3,3,3,3,2,4,80,80,90,100,70,60,50,70,70
183,2,2,8,19,41,2015/8/2 11:35,1,1985,4,0,1,4,,4,1998,500,1,,60,0,1,0,0,0,0,0,0,0,,170,118,1,1,3,1,1,1,1,1,4,3,1,1,5,5,5,5,5,5,2,2,5,5,2,3,3,1,3,7,1,4,2,1,2,2,2,,,,,1,1,2,2,12000,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,3,3,3,2008,1987,2008,3,1,1,500,1,3,1,1958,1,1,2,1965,1,1,2,3,2,3,3,50000,4,4,4,4,5,4,2,5,4,-8,5,-8,3,3,95,95,70,0,0,0,50,0,0
184,4,2,31,89,134,2015/8/19 12:51,2,1963,1,1,1,3,,4,-2,0,1,,60,0,0,1,0,0,0,0,0,0,,158,95,4,4,5,1,1,1,1,1,5,1,1,1,5,2,5,5,4,4,5,5,5,1,5,2,3,1,6,7,1,4,7,6,7,5,4,,,,,1,1,2,2,30000,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1983,1964,1983,4,1,1,30000,1,3,1,-2,14,4,3,-2,1,1,2,2,2,4,2,30000,4,5,4,4,3,-8,2,3,4,-8,-8,-8,1,5,100,60,-2,-2,70,70,80,80,80
185,5,2,16,45,76,2015/7/27 13:22,1,1992,1,1,1,12,,4,2015,15000,2,,115,0,0,0,0,1,0,0,0,0,,174,114,2,5,3,1,1,2,3,2,5,5,1,1,4,3,3,4,4,3,1,2,5,5,1,2,3,3,2,2,6,4,5,3,8,5,1,3,1,1,3,1,2,2,2,130000,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1970,3,1,2,1973,3,1,5,2,2,3,4,60000,4,4,4,4,5,5,-8,5,3,3,-8,4,3,5,80,70,60,70,60,70,80,80,70
186,5,2,9,23,45,2015/7/2 19:12,2,1995,1,1,1,4,,4,-2,24000,1,,320,0,0,0,0,0,1,0,0,0,,163,102,5,5,5,1,1,1,2,1,5,5,2,1,4,2,5,5,4,3,2,5,5,5,1,2,3,1,5,5,6,2,5,5,5,5,5,,,,,1,2,2,2,100000,5,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,2014,1989,2014,4,1,1,30000,1,3,1,1964,4,1,9,1966,4,1,9,2,2,4,-8,40000,5,3,3,3,3,5,3,4,4,1,1,1,1,2,80,70,70,80,70,70,60,70,80
187,4,2,28,81,121,2015/8/1 9:07,1,1982,1,1,1,6,,4,-2,30000,-8,,180,0,1,0,0,0,0,0,0,0,,168,100,4,3,4,1,2,2,2,2,4,3,3,1,4,4,4,4,4,4,1,4,4,5,2,2,3,-8,2,2,-8,3,4,4,5,3,1,5,10,1,3,1,1,2,2,60000,5,2,2,2,0,1,0,0,0,0,0,0,0,,0,1,1,3,2010,1988,2010,4,1,1,30000,5,,,-2,-8,1,2,-2,1,1,2,2,1,3,2,50000,4,4,4,4,4,3,3,3,3,3,-8,-8,1,4,85,80,70,75,-2,90,90,90,70
188,4,2,15,43,74,2015/7/15 20:02,2,1957,1,1,1,1,,,,2000,1,,200,0,0,1,0,0,0,0,0,0,,160,125,4,4,4,1,1,1,1,1,3,1,1,1,5,4,5,5,4,4,5,5,5,4,5,4,2,1,1,3,2,4,5,4,6,3,3,,,,,1,1,2,2,100000,6,4,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1982,1956,1982,3,1,1,60000,1,3,1,-2,1,1,2,-2,1,1,2,2,1,4,2,30000,5,4,3,4,5,-8,3,-8,4,-8,-8,-8,4,5,60,60,60,60,60,60,60,60,60
189,3,1,31,89,134,2015/9/14 13:28,1,1939,1,1,1,4,,4,-2,2000,1,,60,0,0,0,1,0,0,0,0,0,,165,110,2,3,2,1,2,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,2,4,1,6,6,1,4,2,2,2,1,4,,,,,2,1,2,2,4000,2,1,0,2,0,1,0,0,0,0,0,0,0,,2,2,0,3,1964,1947,1964,1,1,1,2000,4,,,-2,2,1,2,-2,1,1,2,3,2,4,3,20000,2,2,3,3,4,-8,2,2,2,2,2,2,1,2,60,60,60,40,30,30,20,40,40
190,4,1,10,25,47,2015/7/27 8:58,2,1974,1,1,1,12,,4,2005,40000,1,,110,0,0,1,0,0,0,0,0,0,,158,110,4,4,4,2,3,3,3,4,2,4,2,2,4,2,2,4,4,4,2,2,4,4,2,2,3,3,5,6,2,4,5,3,7,3,1,3,18,1,3,1,1,2,2,100000,3,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,1,3,2000,1978,2000,11,4,2,50000,1,3,1,1946,4,4,2,1946,3,1,2,2,2,4,2,100000,5,4,4,4,4,4,3,4,4,4,-8,4,2,2,80,60,70,70,60,70,70,60,60
191,4,1,7,18,38,2015/8/15 14:40,1,1974,1,1,1,12,,4,1996,60000,4,1995,70,0,0,0,0,0,0,0,0,1,,165,160,4,5,5,2,1,4,4,2,4,5,4,1,4,4,2,4,4,2,2,3,2,5,1,3,4,3,7,2,1,4,6,4,7,1,1,3,19,1,2,1,1,2,2,80000,3,3,1,1,0,1,0,0,0,0,0,0,0,,0,1,1,3,2003,1979,2003,7,1,2,20000,5,,,1949,3,1,1,-2,-8,1,16,-8,2,-8,3,18000,4,3,-8,-8,4,4,3,-8,3,-8,-8,-8,1,4,90,80,70,70,60,70,70,90,80
192,4,2,16,45,76,2015/7/24 16:04,1,1963,1,1,1,4,,4,1976,80000,1,,100,0,1,0,0,0,0,0,0,0,,175,65,4,4,4,1,1,1,1,1,4,2,1,1,5,5,5,5,5,4,5,5,5,5,5,3,3,2,1,3,1,4,6,4,7,3,3,,,,,1,2,2,2,100000,3,4,1,2,0,1,0,0,0,0,0,0,0,,1,2,1,3,1983,1963,1983,3,1,1,10000,3,,,1928,1,1,1,1928,1,1,2,2,1,3,2,-2,4,4,4,4,4,4,3,4,4,4,4,4,1,5,90,90,80,80,80,80,80,80,30
193,4,2,10,24,46,2015/7/27 12:05,2,1934,4,0,2,1,,,,3000,1,,100,0,1,0,0,0,0,0,0,0,,150,120,5,4,4,1,1,1,1,1,5,1,1,1,5,5,5,4,5,5,5,5,5,5,5,3,4,1,1,5,6,5,4,3,4,3,5,,,,,1,1,2,1,3000,1,3,1,2,0,1,0,0,0,0,0,0,0,,3,1,0,7,1957,,,,,,,,,,-2,1,1,2,-2,1,1,2,3,2,5,2,3000,5,5,5,5,5,4,4,-8,4,4,5,5,4,5,95,90,95,95,95,90,90,95,90
194,4,1,13,36,67,2015/9/2 12:43,2,1991,1,1,1,9,,4,2009,-2,2,,30,0,0,0,0,0,0,0,1,0,,165,107,5,5,5,1,3,2,4,2,4,5,1,1,3,2,2,4,3,3,1,2,5,3,1,4,4,3,6,3,6,4,4,1,7,1,1,3,6,1,3,1,2,2,2,90000,3,3,2,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1966,4,1,5,1966,4,1,1,1,1,4,1,200000,5,5,5,5,5,5,3,4,4,3,3,3,3,3,70,60,50,70,70,60,80,80,70
195,4,2,23,68,108,2015/10/2 13:43,1,1964,1,1,1,3,,4,1979,1000,1,,200,0,1,0,0,0,0,0,0,0,,167,140,4,5,4,1,1,1,1,1,5,1,1,1,5,5,5,5,4,5,5,5,5,4,5,4,5,1,3,4,1,4,2,1,3,1,3,,,,,1,1,2,2,4000,3,1,1,2,1,0,0,0,0,0,0,0,0,,1,2,0,3,1985,1966,1985,3,1,1,1000,3,,,1926,1,1,2,1930,1,1,2,3,1,4,2,-2,5,4,4,4,4,4,5,4,4,-8,-8,4,1,5,60,70,0,80,0,60,60,60,50
196,2,2,29,84,127,2015/7/24 7:39,2,1970,1,1,1,3,,2,,6500,1,,80,0,1,0,0,0,0,0,0,0,,156,100,4,3,3,1,1,1,1,3,4,1,1,1,5,3,5,5,4,4,5,2,5,2,5,3,4,1,2,5,2,2,6,2,7,2,3,,,,,1,1,2,2,14000,2,4,1,2,0,1,0,0,0,0,0,0,0,,2,0,0,3,1993,1966,1993,4,1,1,3000,1,4,1,1947,4,1,1,1949,1,1,2,3,1,5,3,60000,2,2,3,3,4,-8,4,4,4,-8,-8,-8,1,5,100,100,90,90,70,70,40,50,60
197,5,1,19,57,91,2015/7/21 19:43,2,1927,1,0,9,3,,4,-2,24000,1,,40,0,1,0,0,0,0,0,0,0,,150,93,3,2,5,5,1,1,1,1,5,1,1,1,5,2,5,5,1,2,5,1,5,5,5,3,4,1,2,1,1,4,5,5,5,3,5,,,,,1,1,2,2,24000,1,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,0,7,1947,,,,,,,,,,1880,-8,1,1,1900,1,1,15,2,2,-8,2,30000,4,4,-8,-8,5,-8,5,5,2,5,4,-8,1,4,85,90,80,90,85,95,95,90,90
198,4,1,1,1,6,2015/8/25 8:50,1,1947,1,1,1,6,,4,1992,42000,1,,63.5,0,1,1,0,0,0,0,0,0,,158,130,4,4,5,5,1,3,3,3,4,2,2,2,5,4,3,5,4,4,5,3,5,4,4,2,4,2,5,5,2,4,6,5,6,4,5,,,,,1,1,2,2,90000,1,4,1,2,0,1,0,0,0,0,0,0,0,,0,1,0,3,1979,1951,1979,7,1,5,48000,5,,,1926,3,1,2,1930,1,1,2,2,2,4,2,-2,4,3,3,3,4,3,2,4,3,3,3,3,1,4,90,80,85,80,95,80,85,90,95
199,5,1,19,57,93,2015/7/15 20:27,1,1987,1,1,1,3,,4,1999,20000,1,,140,0,0,0,0,0,0,0,0,1,,178,120,2,3,4,1,1,4,4,4,4,4,4,5,5,5,2,5,4,4,4,2,5,5,1,1,4,4,,,1,4,2,2,10,2,1,2,10,1,2,2,2,2,2,30000,9,1,0,2,0,1,0,0,0,0,0,0,0,,0,2,2,3,2010,1989,2010,12,1,2,10000,1,3,1,1963,6,1,1,1962,4,1,1,2,1,4,2,1.00E+07,4,4,-8,-8,4,4,4,4,4,4,-8,4,4,3,60,60,60,60,60,60,60,60,60
200,4,1,27,80,120,2015/7/28 18:03,1,1962,1,1,1,6,,2,-2,5000,1,,45,0,0,0,0,0,0,0,0,1,,172,150,3,3,5,2,1,1,1,1,5,1,1,1,5,3,5,5,4,4,5,5,5,5,5,1,5,1,,,1,4,1,5,3,5,5,,,,,2,2,2,2,8000,2,2,0,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1987,1963,1987,6,1,2,3000,5,,,-2,-8,1,1,-2,-8,1,15,2,3,3,2,10000,4,2,-8,-8,3,3,2,3,3,3,3,3,2,4,60,60,60,60,60,60,80,60,60
201,3,2,31,88,133,2015/8/18 9:02,2,1958,1,1,1,4,,4,1976,3000,1,,60,0,1,0,0,0,0,0,0,0,,154,108,2,3,3,1,2,1,1,1,3,1,1,2,5,4,5,5,4,5,1,5,5,4,5,2,2,1,6,7,1,3,2,1,3,4,5,,,,,1,1,2,2,20000,4,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,3,1981,1959,1981,3,1,1,17000,1,5,2,1927,1,1,2,1931,1,1,2,2,1,3,2,5000,4,2,-8,-8,5,-8,3,-8,-8,-8,-8,-8,1,5,100,100,80,80,80,90,80,60,80
202,4,1,1,1,5,2015/9/10 13:58,1,1972,1,1,1,10,,4,-2,50000,1,,80,1,0,0,0,0,0,0,0,0,,172,120,3,5,4,2,3,4,3,3,5,5,4,2,3,3,1,4,4,4,4,3,4,4,1,3,3,3,5,5,1,3,6,4,6,5,1,1,-3,1,1,1,1,2,2,80000,3,3,-3,2,0,0,1,0,0,0,0,0,0,,1,0,1,3,2004,1983,2004,4,1,2,50000,1,3,1,-3,7,1,-8,1946,4,1,11,2,2,3,3,100000,3,4,3,3,4,3,3,3,3,3,-8,-8,1,2,70,70,60,70,70,70,70,70,70
203,4,2,9,20,42,2015/7/5 16:41,2,1989,1,1,1,-8,,-8,-1,60000,1,,140,0,0,0,0,0,1,0,0,0,,165,100,5,3,3,1,3,3,3,2,4,5,4,1,3,3,3,4,4,4,2,3,4,4,1,3,3,3,5,5,-8,4,6,6,7,5,1,3,-2,1,3,2,2,2,2,95000,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,3,2014,1985,2014,12,-8,2,35000,1,3,1,-2,4,1,2,-2,3,1,2,3,3,4,2,60000,5,5,5,5,5,5,5,5,5,5,5,5,3,4,85,85,85,90,85,90,90,80,90
204,2,1,31,87,130,2015/8/14 10:41,2,1958,1,1,1,3,,4,1974,0,1,,30,0,0,0,0,0,0,0,0,1,,156,110,1,1,3,1,2,1,1,1,3,1,1,5,5,5,5,5,5,5,5,2,5,5,5,2,4,1,7,7,-8,3,1,1,-8,1,4,,,,,2,2,2,2,-3,-1,1,0,2,0,1,0,0,0,0,0,0,0,,0,2,0,3,1982,1957,1982,-8,1,1,-3,1,5,2,1939,3,1,2,1940,1,1,15,3,3,4,3,10000,3,3,3,3,5,3,2,-8,-8,-8,-8,-8,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2
205,3,2,13,37,68,2015/9/1 13:16,1,1953,1,1,1,4,,4,1972,500,1,,240,0,1,1,0,0,0,0,0,0,,160,150,3,2,2,1,1,2,1,1,5,1,1,1,5,4,5,5,4,4,4,4,5,5,5,2,4,1,6,2,1,2,5,3,5,1,2,,,,,1,1,2,2,25000,5,3,1,2,0,1,0,0,0,0,0,0,0,,1,2,0,3,1978,1953,1978,4,1,1,500,3,,,-2,1,1,2,-2,1,1,2,3,2,-8,-8,-2,3,3,3,3,4,-8,-8,-8,3,3,-8,-8,1,3,50,20,-2,-2,30,30,40,50,-2
206,4,1,1,1,8,2015/9/8 9:48,1,1954,1,1,1,4,,4,-2,48000,4,1975,12,0,0,0,0,0,0,0,0,1,,180,163,4,5,5,2,2,4,4,4,4,3,2,1,5,3,1,5,4,4,5,1,5,5,1,2,3,3,5,5,3,4,5,5,5,5,5,,,,,1,1,2,2,84000,2,3,0,2,0,1,0,0,0,0,0,0,0,,0,1,0,3,1981,1956,1981,4,1,2,36000,5,,,-3,-8,-8,16,-3,-8,-8,16,3,2,3,3,70000,3,3,3,3,3,3,3,3,3,3,1,3,1,5,70,70,70,70,70,70,70,70,70
207,5,2,8,19,41,2015/8/1 15:04,2,1958,4,0,8,1,,,,20000,1,,68,0,0,0,1,0,0,0,0,0,,156,120,4,5,5,1,1,1,1,1,3,1,1,2,5,5,5,5,4,5,5,5,5,4,5,2,3,2,6,7,1,5,3,1,3,1,4,,,,,1,1,-1,-1,20000,2,3,0,2,0,1,0,0,0,0,0,0,0,,5,0,0,3,1975,1953,1975,1,1,1,0,4,,,1928,1,1,5,1931,1,1,15,2,1,3,2,20000,4,2,2,2,5,-8,1,-8,4,5,5,2,1,5,70,60,80,60,70,70,60,60,50
208,2,1,13,37,68,2015/9/2 20:42,2,1978,1,1,1,3,,4,1993,0,1,,109,0,0,0,0,0,0,0,0,1,,153,122,2,3,3,1,2,2,2,2,4,1,1,1,5,4,4,5,2,3,5,5,5,5,5,3,3,5,5,5,2,2,3,2,4,2,5,,,,,2,2,2,2,-2,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,2002,1976,2002,7,1,2,-2,1,3,1,1933,3,1,2,1943,1,1,2,3,3,3,-8,36000,2,2,2,2,2,2,2,-8,2,2,-8,-8,1,3,80,60,-2,60,60,60,20,-2,30
209,4,2,5,9,25,2015/8/7 9:24,2,1963,1,1,1,3,,2,,10000,1,,70,0,0,1,0,0,0,0,0,0,,160,130,3,5,5,1,1,1,1,2,4,1,1,1,5,4,5,5,4,5,5,5,5,5,5,2,2,1,6,6,2,4,5,4,9,5,3,,,,,1,1,2,2,30000,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,3,1985,1963,1985,3,1,1,20000,3,,,1930,3,1,2,1930,3,1,15,2,1,4,2,20000,2,1,2,2,2,-8,1,3,2,-8,-8,3,1,4,85,90,70,80,80,90,70,70,80
210,4,1,9,23,45,2015/7/5 15:24,1,1942,1,1,1,3,,4,-2,1700,1,,124,0,1,0,0,0,0,0,0,0,,168,130,4,5,4,2,1,3,3,1,4,1,1,2,5,2,2,5,2,4,5,1,5,5,5,3,4,1,3,4,1,4,2,4,-8,1,5,,,,,1,1,2,2,50000,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,3,0,3,-2,1945,-2,3,1,2,1000,5,,,-2,1,1,-8,-2,1,1,5,2,2,4,3,2000,5,4,5,4,5,4,3,-8,-8,4,-8,-8,1,4,80,80,-2,80,-2,80,70,-2,80
211,4,1,5,8,24,2015/8/4 14:43,2,1957,1,0,1,6,,4,1975,20000,1,,40,0,0,0,0,0,0,0,0,1,,163,120,2,3,3,2,2,4,4,2,5,1,1,1,5,2,1,5,3,5,2,5,5,5,5,3,4,4,6,6,1,4,1,1,1,1,5,,,,,2,2,2,2,40000,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1984,1957,1984,6,1,2,20000,5,,,1935,1,1,1,-2,1,1,1,3,1,2,2,20000,5,5,4,4,4,4,4,3,-8,-8,-8,-8,1,5,90,80,90,80,-2,80,80,80,80
212,4,1,6,15,31,2015/8/12 11:59,1,1969,1,1,1,6,,4,-2,120000,1,,120,0,0,1,0,0,0,0,0,0,,160,120,3,3,3,1,1,2,2,2,2,4,1,2,5,5,4,5,4,4,4,5,5,5,1,2,2,2,2,1,2,4,3,2,3,2,3,,,,,1,1,2,2,120000,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,1,3,1994,1975,1994,1,1,1,10000,4,,,1945,1,1,2,1949,1,1,2,2,2,4,2,200000,3,3,3,3,4,3,3,3,3,3,3,3,3,4,50,50,50,60,60,60,50,50,50
213,4,1,31,86,129,2015/8/20 19:42,2,1968,1,1,1,3,,2,,30000,1,,55,0,1,1,0,0,0,0,0,0,,152,110,4,5,5,1,2,1,1,1,5,3,1,1,5,4,5,5,4,4,5,5,5,4,2,2,1,1,5,5,4,4,3,1,3,1,1,3,6,1,2,1,2,2,2,50000,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,0,3,1988,1970,1988,4,1,1,20000,1,3,1,-2,1,1,2,-2,1,1,15,2,1,-8,2,30000,5,4,-8,-8,5,5,3,-8,4,-8,-8,-8,2,4,90,90,-2,-2,-2,-2,-2,-2,-2
214,3,1,13,37,68,2015/9/9 13:01,1,1985,1,1,1,3,,2,,-2,1,,110,1,0,0,0,0,0,0,0,0,,171,120,5,5,3,1,1,1,1,1,3,5,1,2,5,5,5,5,5,5,2,1,5,5,1,2,4,1,5,5,1,3,3,1,5,1,1,1,10,1,1,1,2,2,2,-2,2,2,1,1,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1957,7,-8,1,1957,-8,1,10,3,2,3,3,300000,4,4,4,4,5,4,3,3,3,-8,-8,-8,2,4,60,60,40,60,60,60,60,50,60
215,4,2,26,74,114,2015/8/8 12:59,2,1958,1,1,1,3,,3,,-1,1,,160,0,0,1,0,0,0,0,0,0,,155,90,4,5,5,1,2,1,1,1,5,1,2,1,5,4,5,5,5,5,5,4,5,5,5,4,3,1,1,6,1,1,3,1,5,1,3,,,,,1,1,2,2,5000,3,3,1,2,0,1,0,0,0,0,0,0,0,,2,1,0,3,1983,1959,1983,4,1,1,4000,3,,,-2,1,1,2,-2,-8,1,2,2,2,3,3,4000,4,2,3,2,4,2,2,4,2,2,2,2,1,5,80,70,50,50,50,30,50,70,60
216,5,1,24,71,111,2015/8/10 11:08,1,1977,1,0,3,12,,4,1999,60000,1,,100,0,1,1,0,0,0,0,0,0,,165,100,5,5,3,2,1,1,1,1,5,5,1,1,5,2,5,5,4,4,2,1,5,5,1,2,3,1,3,4,1,4,3,3,3,3,1,3,16,1,3,1,1,2,2,200000,1,4,3,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,2008,1982,2008,12,1,2,60000,1,3,1,1954,3,1,2,1955,3,1,2,3,2,5,2,120000,4,3,3,3,3,3,3,3,3,3,3,3,2,4,50,50,40,40,40,40,50,50,60
217,3,2,18,52,85,2015/7/21 10:28,2,1990,1,1,1,3,,4,2005,5000,1,,100,0,0,0,0,0,1,0,0,0,,145,80,4,4,4,1,1,1,1,1,3,1,1,2,5,3,5,5,4,3,5,4,5,5,5,3,4,1,3,3,1,2,4,3,6,3,2,,,,,1,2,2,2,20000,5,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,2,3,2011,1988,2011,3,1,1,10000,1,3,1,1967,3,1,2,1968,1,1,2,3,3,4,2,30000,5,4,4,3,5,3,3,3,3,3,3,3,2,5,80,70,75,75,50,70,85,60,60
218,5,1,6,16,32,2015/8/11 16:03,1,1973,1,1,1,4,,4,-2,25000,1,,90,0,1,1,0,0,0,0,0,0,,168,130,4,4,4,4,1,2,2,2,3,2,1,2,5,3,4,5,4,4,5,4,4,5,5,2,2,2,4,4,2,4,4,2,6,1,1,2,21,1,4,1,1,1,2,60000,4,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,2,3,1999,1980,1999,4,1,1,30000,1,2,1,-2,4,1,1,-2,4,1,1,2,3,4,3,80000,4,4,4,4,4,4,4,4,4,4,-8,4,2,4,80,80,80,80,80,80,80,80,90
219,3,1,1,1,5,2015/9/10 8:47,2,1975,1,1,1,6,,4,1992,25000,1,,27,0,1,0,0,0,0,0,0,0,,156,115,4,4,4,2,1,2,2,2,5,5,5,1,4,3,5,2,1,3,2,2,5,5,1,3,3,3,1,3,5,1,6,6,6,6,1,3,20,1,2,1,1,1,2,60000,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,1998,1967,1998,10,4,2,35000,1,4,1,1943,4,4,1,1947,4,1,-8,3,3,4,3,100000,2,1,-8,-8,3,3,3,3,3,3,-8,-8,1,3,0,0,50,50,50,50,50,60,60
220,4,1,7,18,39,2015/8/11 12:04,2,1966,1,1,1,4,,4,-2,14000,1,,70,0,0,1,0,0,0,0,0,0,,165,150,4,5,5,4,2,1,1,1,5,1,1,1,5,2,5,-8,4,4,5,5,5,5,5,2,2,1,7,7,1,2,5,4,6,3,1,3,11,1,3,1,1,2,2,54800,2,2,2,2,0,1,0,0,0,0,0,0,0,,0,1,0,3,1985,1962,1985,10,1,4,40800,1,3,1,-2,1,1,2,-2,1,1,2,2,2,4,3,48000,2,2,-8,-8,4,4,3,2,2,2,-8,-8,1,2,60,60,60,60,40,60,60,60,60
221,5,1,21,61,97,2015/7/18 8:41,1,1954,1,1,1,6,,4,1975,20000,1,,200,0,1,0,0,0,0,0,0,0,,170,158,2,4,5,5,3,2,4,1,5,1,1,1,5,3,3,5,4,4,1,1,5,5,5,3,3,3,2,2,1,4,5,4,5,2,1,3,37,-8,-8,1,2,2,2,100000,2,4,3,1,0,1,0,0,0,0,0,0,0,,1,1,0,3,1977,1955,1977,3,1,5,20000,5,,,1925,3,1,2,1925,1,1,2,2,2,4,1,20000,4,4,4,4,4,4,2,4,2,4,-8,4,2,4,-3,-3,-3,-3,-3,-3,-3,-3,-3
222,4,2,10,28,51,2015/7/28 11:22,1,1957,1,1,1,6,,4,1977,20000,1,,110,0,1,0,0,0,0,0,0,0,,180,158,4,5,4,1,2,1,1,1,4,1,2,1,4,3,4,4,4,3,4,4,4,4,5,3,3,3,2,2,1,4,5,5,5,2,3,,,,,2,2,1,1,60000,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1982,1957,1982,6,1,1,20000,3,,,1929,1,1,2,1931,1,1,2,2,1,3,2,50000,3,3,3,2,3,2,2,3,2,2,1,2,2,5,40,50,60,50,40,50,30,40,40
223,4,2,9,21,43,2015/7/5 10:56,2,1971,1,1,1,1,,,,-1,1,,100,0,0,1,0,0,0,0,0,0,,155,106,2,3,2,1,1,1,1,1,4,1,1,1,5,5,5,5,4,5,5,5,5,4,5,3,2,1,3,7,2,2,5,1,7,1,5,,,,,1,1,2,2,10000,5,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,1,3,1994,1974,1994,4,1,1,10000,1,5,1,-2,1,1,2,-2,1,1,2,2,2,3,3,30000,4,4,4,4,4,-8,3,-8,4,-8,-8,-8,3,5,70,80,70,80,70,70,80,70,70
